0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
"16, 00, 150","16, 01, 150","16, 02, 150","16, 03, 150","16, 04, 150","16, 05, 150","16, 06, 150","16, 07, 150","16, 08, 150","16, 09, 150","16, 10, 150","16, 11, 150","16, 12, 150","16, 13, 150","16, 14, 150","16, 15, 150","16, 16, 150","16, 17, 150","16, 18, 150","16, 19, 150"
"16, 00, 151","16, 01, 151","16, 02, 151","16, 03, 151","16, 04, 151","16, 05, 151","16, 06, 151","16, 07, 151","16, 08, 151","16, 09, 151","16, 10, 151","16, 11, 151","16, 12, 151","16, 13, 151","16, 14, 151","16, 15, 151","16, 16, 151","16, 17, 151","16, 18, 151","16, 19, 151"
"16, 00, 152","16, 01, 152","16, 02, 152","16, 03, 152","16, 04, 152","16, 05, 152","16, 06, 152","16, 07, 152","16, 08, 152","16, 09, 152","16, 10, 152","16, 11, 152","16, 12, 152","16, 13, 152","16, 14, 152","16, 15, 152","16, 16, 152","16, 17, 152","16, 18, 152","16, 19, 152"
"16, 00, 153","16, 01, 153","16, 02, 153","16, 03, 153","16, 04, 153","16, 05, 153","16, 06, 153","16, 07, 153","16, 08, 153","16, 09, 153","16, 10, 153","16, 11, 153","16, 12, 153","16, 13, 153","16, 14, 153","16, 15, 153","16, 16, 153","16, 17, 153","16, 18, 153","16, 19, 153"
"16, 00, 154","16, 01, 154","16, 02, 154","16, 03, 154","16, 04, 154","16, 05, 154","16, 06, 154","16, 07, 154","16, 08, 154","16, 09, 154","16, 10, 154","16, 11, 154","16, 12, 154","16, 13, 154","16, 14, 154","16, 15, 154","16, 16, 154","16, 17, 154","16, 18, 154","16, 19, 154"
"16, 00, 155","16, 01, 155","16, 02, 155","16, 03, 155","16, 04, 155","16, 05, 155","16, 06, 155","16, 07, 155","16, 08, 155","16, 09, 155","16, 10, 155","16, 11, 155","16, 12, 155","16, 13, 155","16, 14, 155","16, 15, 155","16, 16, 155","16, 17, 155","16, 18, 155","16, 19, 155"
"16, 00, 156","16, 01, 156","16, 02, 156","16, 03, 156","16, 04, 156","16, 05, 156","16, 06, 156","16, 07, 156","16, 08, 156","16, 09, 156","16, 10, 156","16, 11, 156","16, 12, 156","16, 13, 156","16, 14, 156","16, 15, 156","16, 16, 156","16, 17, 156","16, 18, 156","16, 19, 156"
"17, 00, 000","17, 01, 000","17, 02, 000","17, 03, 000","17, 04, 000","17, 05, 000","17, 06, 000","17, 07, 000","17, 08, 000","17, 09, 000","17, 10, 000","17, 11, 000","17, 12, 000","17, 13, 000","17, 14, 000","17, 15, 000","17, 16, 000","17, 17, 000","17, 18, 000","17, 19, 000"
"17, 00, 001","17, 01, 001","17, 02, 001","17, 03, 001","17, 04, 001","17, 05, 001","17, 06, 001","17, 07, 001","17, 08, 001","17, 09, 001","17, 10, 001","17, 11, 001","17, 12, 001","17, 13, 001","17, 14, 001","17, 15, 001","17, 16, 001","17, 17, 001","17, 18, 001","17, 19, 001"
"17, 00, 002","17, 01, 002","17, 02, 002","17, 03, 002","17, 04, 002","17, 05, 002","17, 06, 002","17, 07, 002","17, 08, 002","17, 09, 002","17, 10, 002","17, 11, 002","17, 12, 002","17, 13, 002","17, 14, 002","17, 15, 002","17, 16, 002","17, 17, 002","17, 18, 002","17, 19, 002"
"17, 00, 003","17, 01, 003","17, 02, 003","17, 03, 003","17, 04, 003","17, 05, 003","17, 06, 003","17, 07, 003","17, 08, 003","17, 09, 003","17, 10, 003","17, 11, 003","17, 12, 003","17, 13, 003","17, 14, 003","17, 15, 003","17, 16, 003","17, 17, 003","17, 18, 003","17, 19, 003"
"17, 00, 004","17, 01, 004","17, 02, 004","17, 03, 004","17, 04, 004","17, 05, 004","17, 06, 004","17, 07, 004","17, 08, 004","17, 09, 004","17, 10, 004","17, 11, 004","17, 12, 004","17, 13, 004","17, 14, 004","17, 15, 004","17, 16, 004","17, 17, 004","17, 18, 004","17, 19, 004"
"17, 00, 005","17, 01, 005","17, 02, 005","17, 03, 005","17, 04, 005","17, 05, 005","17, 06, 005","17, 07, 005","17, 08, 005","17, 09, 005","17, 10, 005","17, 11, 005","17, 12, 005","17, 13, 005","17, 14, 005","17, 15, 005","17, 16, 005","17, 17, 005","17, 18, 005","17, 19, 005"
"17, 00, 006","17, 01, 006","17, 02, 006","17, 03, 006","17, 04, 006","17, 05, 006","17, 06, 006","17, 07, 006","17, 08, 006","17, 09, 006","17, 10, 006","17, 11, 006","17, 12, 006","17, 13, 006","17, 14, 006","17, 15, 006","17, 16, 006","17, 17, 006","17, 18, 006","17, 19, 006"
"17, 00, 007","17, 01, 007","17, 02, 007","17, 03, 007","17, 04, 007","17, 05, 007","17, 06, 007","17, 07, 007","17, 08, 007","17, 09, 007","17, 10, 007","17, 11, 007","17, 12, 007","17, 13, 007","17, 14, 007","17, 15, 007","17, 16, 007","17, 17, 007","17, 18, 007","17, 19, 007"
"17, 00, 008","17, 01, 008","17, 02, 008","17, 03, 008","17, 04, 008","17, 05, 008","17, 06, 008","17, 07, 008","17, 08, 008","17, 09, 008","17, 10, 008","17, 11, 008","17, 12, 008","17, 13, 008","17, 14, 008","17, 15, 008","17, 16, 008","17, 17, 008","17, 18, 008","17, 19, 008"
"17, 00, 009","17, 01, 009","17, 02, 009","17, 03, 009","17, 04, 009","17, 05, 009","17, 06, 009","17, 07, 009","17, 08, 009","17, 09, 009","17, 10, 009","17, 11, 009","17, 12, 009","17, 13, 009","17, 14, 009","17, 15, 009","17, 16, 009","17, 17, 009","17, 18, 009","17, 19, 009"
"17, 00, 010","17, 01, 010","17, 02, 010","17, 03, 010","17, 04, 010","17, 05, 010","17, 06, 010","17, 07, 010","17, 08, 010","17, 09, 010","17, 10, 010","17, 11, 010","17, 12, 010","17, 13, 010","17, 14, 010","17, 15, 010","17, 16, 010","17, 17, 010","17, 18, 010","17, 19, 010"
"17, 00, 011","17, 01, 011","17, 02, 011","17, 03, 011","17, 04, 011","17, 05, 011","17, 06, 011","17, 07, 011","17, 08, 011","17, 09, 011","17, 10, 011","17, 11, 011","17, 12, 011","17, 13, 011","17, 14, 011","17, 15, 011","17, 16, 011","17, 17, 011","17, 18, 011","17, 19, 011"
"17, 00, 012","17, 01, 012","17, 02, 012","17, 03, 012","17, 04, 012","17, 05, 012","17, 06, 012","17, 07, 012","17, 08, 012","17, 09, 012","17, 10, 012","17, 11, 012","17, 12, 012","17, 13, 012","17, 14, 012","17, 15, 012","17, 16, 012","17, 17, 012","17, 18, 012","17, 19, 012"
"17, 00, 013","17, 01, 013","17, 02, 013","17, 03, 013","17, 04, 013","17, 05, 013","17, 06, 013","17, 07, 013","17, 08, 013","17, 09, 013","17, 10, 013","17, 11, 013","17, 12, 013","17, 13, 013","17, 14, 013","17, 15, 013","17, 16, 013","17, 17, 013","17, 18, 013","17, 19, 013"
"17, 00, 014","17, 01, 014","17, 02, 014","17, 03, 014","17, 04, 014","17, 05, 014","17, 06, 014","17, 07, 014","17, 08, 014","17, 09, 014","17, 10, 014","17, 11, 014","17, 12, 014","17, 13, 014","17, 14, 014","17, 15, 014","17, 16, 014","17, 17, 014","17, 18, 014","17, 19, 014"
"17, 00, 015","17, 01, 015","17, 02, 015","17, 03, 015","17, 04, 015","17, 05, 015","17, 06, 015","17, 07, 015","17, 08, 015","17, 09, 015","17, 10, 015","17, 11, 015","17, 12, 015","17, 13, 015","17, 14, 015","17, 15, 015","17, 16, 015","17, 17, 015","17, 18, 015","17, 19, 015"
"17, 00, 016","17, 01, 016","17, 02, 016","17, 03, 016","17, 04, 016","17, 05, 016","17, 06, 016","17, 07, 016","17, 08, 016","17, 09, 016","17, 10, 016","17, 11, 016","17, 12, 016","17, 13, 016","17, 14, 016","17, 15, 016","17, 16, 016","17, 17, 016","17, 18, 016","17, 19, 016"
"17, 00, 017","17, 01, 017","17, 02, 017","17, 03, 017","17, 04, 017","17, 05, 017","17, 06, 017","17, 07, 017","17, 08, 017","17, 09, 017","17, 10, 017","17, 11, 017","17, 12, 017","17, 13, 017","17, 14, 017","17, 15, 017","17, 16, 017","17, 17, 017","17, 18, 017","17, 19, 017"
"17, 00, 018","17, 01, 018","17, 02, 018","17, 03, 018","17, 04, 018","17, 05, 018","17, 06, 018","17, 07, 018","17, 08, 018","17, 09, 018","17, 10, 018","17, 11, 018","17, 12, 018","17, 13, 018","17, 14, 018","17, 15, 018","17, 16, 018","17, 17, 018","17, 18, 018","17, 19, 018"
"17, 00, 019","17, 01, 019","17, 02, 019","17, 03, 019","17, 04, 019","17, 05, 019","17, 06, 019","17, 07, 019","17, 08, 019","17, 09, 019","17, 10, 019","17, 11, 019","17, 12, 019","17, 13, 019","17, 14, 019","17, 15, 019","17, 16, 019","17, 17, 019","17, 18, 019","17, 19, 019"
"17, 00, 020","17, 01, 020","17, 02, 020","17, 03, 020","17, 04, 020","17, 05, 020","17, 06, 020","17, 07, 020","17, 08, 020","17, 09, 020","17, 10, 020","17, 11, 020","17, 12, 020","17, 13, 020","17, 14, 020","17, 15, 020","17, 16, 020","17, 17, 020","17, 18, 020","17, 19, 020"
"17, 00, 021","17, 01, 021","17, 02, 021","17, 03, 021","17, 04, 021","17, 05, 021","17, 06, 021","17, 07, 021","17, 08, 021","17, 09, 021","17, 10, 021","17, 11, 021","17, 12, 021","17, 13, 021","17, 14, 021","17, 15, 021","17, 16, 021","17, 17, 021","17, 18, 021","17, 19, 021"
"17, 00, 022","17, 01, 022","17, 02, 022","17, 03, 022","17, 04, 022","17, 05, 022","17, 06, 022","17, 07, 022","17, 08, 022","17, 09, 022","17, 10, 022","17, 11, 022","17, 12, 022","17, 13, 022","17, 14, 022","17, 15, 022","17, 16, 022","17, 17, 022","17, 18, 022","17, 19, 022"
"17, 00, 023","17, 01, 023","17, 02, 023","17, 03, 023","17, 04, 023","17, 05, 023","17, 06, 023","17, 07, 023","17, 08, 023","17, 09, 023","17, 10, 023","17, 11, 023","17, 12, 023","17, 13, 023","17, 14, 023","17, 15, 023","17, 16, 023","17, 17, 023","17, 18, 023","17, 19, 023"
"17, 00, 024","17, 01, 024","17, 02, 024","17, 03, 024","17, 04, 024","17, 05, 024","17, 06, 024","17, 07, 024","17, 08, 024","17, 09, 024","17, 10, 024","17, 11, 024","17, 12, 024","17, 13, 024","17, 14, 024","17, 15, 024","17, 16, 024","17, 17, 024","17, 18, 024","17, 19, 024"
"17, 00, 025","17, 01, 025","17, 02, 025","17, 03, 025","17, 04, 025","17, 05, 025","17, 06, 025","17, 07, 025","17, 08, 025","17, 09, 025","17, 10, 025","17, 11, 025","17, 12, 025","17, 13, 025","17, 14, 025","17, 15, 025","17, 16, 025","17, 17, 025","17, 18, 025","17, 19, 025"
"17, 00, 026","17, 01, 026","17, 02, 026","17, 03, 026","17, 04, 026","17, 05, 026","17, 06, 026","17, 07, 026","17, 08, 026","17, 09, 026","17, 10, 026","17, 11, 026","17, 12, 026","17, 13, 026","17, 14, 026","17, 15, 026","17, 16, 026","17, 17, 026","17, 18, 026","17, 19, 026"
"17, 00, 027","17, 01, 027","17, 02, 027","17, 03, 027","17, 04, 027","17, 05, 027","17, 06, 027","17, 07, 027","17, 08, 027","17, 09, 027","17, 10, 027","17, 11, 027","17, 12, 027","17, 13, 027","17, 14, 027","17, 15, 027","17, 16, 027","17, 17, 027","17, 18, 027","17, 19, 027"
"17, 00, 028","17, 01, 028","17, 02, 028","17, 03, 028","17, 04, 028","17, 05, 028","17, 06, 028","17, 07, 028","17, 08, 028","17, 09, 028","17, 10, 028","17, 11, 028","17, 12, 028","17, 13, 028","17, 14, 028","17, 15, 028","17, 16, 028","17, 17, 028","17, 18, 028","17, 19, 028"
"17, 00, 029","17, 01, 029","17, 02, 029","17, 03, 029","17, 04, 029","17, 05, 029","17, 06, 029","17, 07, 029","17, 08, 029","17, 09, 029","17, 10, 029","17, 11, 029","17, 12, 029","17, 13, 029","17, 14, 029","17, 15, 029","17, 16, 029","17, 17, 029","17, 18, 029","17, 19, 029"
"17, 00, 030","17, 01, 030","17, 02, 030","17, 03, 030","17, 04, 030","17, 05, 030","17, 06, 030","17, 07, 030","17, 08, 030","17, 09, 030","17, 10, 030","17, 11, 030","17, 12, 030","17, 13, 030","17, 14, 030","17, 15, 030","17, 16, 030","17, 17, 030","17, 18, 030","17, 19, 030"
"17, 00, 031","17, 01, 031","17, 02, 031","17, 03, 031","17, 04, 031","17, 05, 031","17, 06, 031","17, 07, 031","17, 08, 031","17, 09, 031","17, 10, 031","17, 11, 031","17, 12, 031","17, 13, 031","17, 14, 031","17, 15, 031","17, 16, 031","17, 17, 031","17, 18, 031","17, 19, 031"
"17, 00, 032","17, 01, 032","17, 02, 032","17, 03, 032","17, 04, 032","17, 05, 032","17, 06, 032","17, 07, 032","17, 08, 032","17, 09, 032","17, 10, 032","17, 11, 032","17, 12, 032","17, 13, 032","17, 14, 032","17, 15, 032","17, 16, 032","17, 17, 032","17, 18, 032","17, 19, 032"
"17, 00, 033","17, 01, 033","17, 02, 033","17, 03, 033","17, 04, 033","17, 05, 033","17, 06, 033","17, 07, 033","17, 08, 033","17, 09, 033","17, 10, 033","17, 11, 033","17, 12, 033","17, 13, 033","17, 14, 033","17, 15, 033","17, 16, 033","17, 17, 033","17, 18, 033","17, 19, 033"
"17, 00, 034","17, 01, 034","17, 02, 034","17, 03, 034","17, 04, 034","17, 05, 034","17, 06, 034","17, 07, 034","17, 08, 034","17, 09, 034","17, 10, 034","17, 11, 034","17, 12, 034","17, 13, 034","17, 14, 034","17, 15, 034","17, 16, 034","17, 17, 034","17, 18, 034","17, 19, 034"
"17, 00, 035","17, 01, 035","17, 02, 035","17, 03, 035","17, 04, 035","17, 05, 035","17, 06, 035","17, 07, 035","17, 08, 035","17, 09, 035","17, 10, 035","17, 11, 035","17, 12, 035","17, 13, 035","17, 14, 035","17, 15, 035","17, 16, 035","17, 17, 035","17, 18, 035","17, 19, 035"
"17, 00, 036","17, 01, 036","17, 02, 036","17, 03, 036","17, 04, 036","17, 05, 036","17, 06, 036","17, 07, 036","17, 08, 036","17, 09, 036","17, 10, 036","17, 11, 036","17, 12, 036","17, 13, 036","17, 14, 036","17, 15, 036","17, 16, 036","17, 17, 036","17, 18, 036","17, 19, 036"
"17, 00, 037","17, 01, 037","17, 02, 037","17, 03, 037","17, 04, 037","17, 05, 037","17, 06, 037","17, 07, 037","17, 08, 037","17, 09, 037","17, 10, 037","17, 11, 037","17, 12, 037","17, 13, 037","17, 14, 037","17, 15, 037","17, 16, 037","17, 17, 037","17, 18, 037","17, 19, 037"
"17, 00, 038","17, 01, 038","17, 02, 038","17, 03, 038","17, 04, 038","17, 05, 038","17, 06, 038","17, 07, 038","17, 08, 038","17, 09, 038","17, 10, 038","17, 11, 038","17, 12, 038","17, 13, 038","17, 14, 038","17, 15, 038","17, 16, 038","17, 17, 038","17, 18, 038","17, 19, 038"
"17, 00, 039","17, 01, 039","17, 02, 039","17, 03, 039","17, 04, 039","17, 05, 039","17, 06, 039","17, 07, 039","17, 08, 039","17, 09, 039","17, 10, 039","17, 11, 039","17, 12, 039","17, 13, 039","17, 14, 039","17, 15, 039","17, 16, 039","17, 17, 039","17, 18, 039","17, 19, 039"
"17, 00, 040","17, 01, 040","17, 02, 040","17, 03, 040","17, 04, 040","17, 05, 040","17, 06, 040","17, 07, 040","17, 08, 040","17, 09, 040","17, 10, 040","17, 11, 040","17, 12, 040","17, 13, 040","17, 14, 040","17, 15, 040","17, 16, 040","17, 17, 040","17, 18, 040","17, 19, 040"
"17, 00, 041","17, 01, 041","17, 02, 041","17, 03, 041","17, 04, 041","17, 05, 041","17, 06, 041","17, 07, 041","17, 08, 041","17, 09, 041","17, 10, 041","17, 11, 041","17, 12, 041","17, 13, 041","17, 14, 041","17, 15, 041","17, 16, 041","17, 17, 041","17, 18, 041","17, 19, 041"
"17, 00, 042","17, 01, 042","17, 02, 042","17, 03, 042","17, 04, 042","17, 05, 042","17, 06, 042","17, 07, 042","17, 08, 042","17, 09, 042","17, 10, 042","17, 11, 042","17, 12, 042","17, 13, 042","17, 14, 042","17, 15, 042","17, 16, 042","17, 17, 042","17, 18, 042","17, 19, 042"
"17, 00, 043","17, 01, 043","17, 02, 043","17, 03, 043","17, 04, 043","17, 05, 043","17, 06, 043","17, 07, 043","17, 08, 043","17, 09, 043","17, 10, 043","17, 11, 043","17, 12, 043","17, 13, 043","17, 14, 043","17, 15, 043","17, 16, 043","17, 17, 043","17, 18, 043","17, 19, 043"
"17, 00, 044","17, 01, 044","17, 02, 044","17, 03, 044","17, 04, 044","17, 05, 044","17, 06, 044","17, 07, 044","17, 08, 044","17, 09, 044","17, 10, 044","17, 11, 044","17, 12, 044","17, 13, 044","17, 14, 044","17, 15, 044","17, 16, 044","17, 17, 044","17, 18, 044","17, 19, 044"
"17, 00, 045","17, 01, 045","17, 02, 045","17, 03, 045","17, 04, 045","17, 05, 045","17, 06, 045","17, 07, 045","17, 08, 045","17, 09, 045","17, 10, 045","17, 11, 045","17, 12, 045","17, 13, 045","17, 14, 045","17, 15, 045","17, 16, 045","17, 17, 045","17, 18, 045","17, 19, 045"
"17, 00, 046","17, 01, 046","17, 02, 046","17, 03, 046","17, 04, 046","17, 05, 046","17, 06, 046","17, 07, 046","17, 08, 046","17, 09, 046","17, 10, 046","17, 11, 046","17, 12, 046","17, 13, 046","17, 14, 046","17, 15, 046","17, 16, 046","17, 17, 046","17, 18, 046","17, 19, 046"
"17, 00, 047","17, 01, 047","17, 02, 047","17, 03, 047","17, 04, 047","17, 05, 047","17, 06, 047","17, 07, 047","17, 08, 047","17, 09, 047","17, 10, 047","17, 11, 047","17, 12, 047","17, 13, 047","17, 14, 047","17, 15, 047","17, 16, 047","17, 17, 047","17, 18, 047","17, 19, 047"
"17, 00, 048","17, 01, 048","17, 02, 048","17, 03, 048","17, 04, 048","17, 05, 048","17, 06, 048","17, 07, 048","17, 08, 048","17, 09, 048","17, 10, 048","17, 11, 048","17, 12, 048","17, 13, 048","17, 14, 048","17, 15, 048","17, 16, 048","17, 17, 048","17, 18, 048","17, 19, 048"
"17, 00, 049","17, 01, 049","17, 02, 049","17, 03, 049","17, 04, 049","17, 05, 049","17, 06, 049","17, 07, 049","17, 08, 049","17, 09, 049","17, 10, 049","17, 11, 049","17, 12, 049","17, 13, 049","17, 14, 049","17, 15, 049","17, 16, 049","17, 17, 049","17, 18, 049","17, 19, 049"
"17, 00, 050","17, 01, 050","17, 02, 050","17, 03, 050","17, 04, 050","17, 05, 050","17, 06, 050","17, 07, 050","17, 08, 050","17, 09, 050","17, 10, 050","17, 11, 050","17, 12, 050","17, 13, 050","17, 14, 050","17, 15, 050","17, 16, 050","17, 17, 050","17, 18, 050","17, 19, 050"
"17, 00, 051","17, 01, 051","17, 02, 051","17, 03, 051","17, 04, 051","17, 05, 051","17, 06, 051","17, 07, 051","17, 08, 051","17, 09, 051","17, 10, 051","17, 11, 051","17, 12, 051","17, 13, 051","17, 14, 051","17, 15, 051","17, 16, 051","17, 17, 051","17, 18, 051","17, 19, 051"
"17, 00, 052","17, 01, 052","17, 02, 052","17, 03, 052","17, 04, 052","17, 05, 052","17, 06, 052","17, 07, 052","17, 08, 052","17, 09, 052","17, 10, 052","17, 11, 052","17, 12, 052","17, 13, 052","17, 14, 052","17, 15, 052","17, 16, 052","17, 17, 052","17, 18, 052","17, 19, 052"
"17, 00, 053","17, 01, 053","17, 02, 053","17, 03, 053","17, 04, 053","17, 05, 053","17, 06, 053","17, 07, 053","17, 08, 053","17, 09, 053","17, 10, 053","17, 11, 053","17, 12, 053","17, 13, 053","17, 14, 053","17, 15, 053","17, 16, 053","17, 17, 053","17, 18, 053","17, 19, 053"
"17, 00, 054","17, 01, 054","17, 02, 054","17, 03, 054","17, 04, 054","17, 05, 054","17, 06, 054","17, 07, 054","17, 08, 054","17, 09, 054","17, 10, 054","17, 11, 054","17, 12, 054","17, 13, 054","17, 14, 054","17, 15, 054","17, 16, 054","17, 17, 054","17, 18, 054","17, 19, 054"
"17, 00, 055","17, 01, 055","17, 02, 055","17, 03, 055","17, 04, 055","17, 05, 055","17, 06, 055","17, 07, 055","17, 08, 055","17, 09, 055","17, 10, 055","17, 11, 055","17, 12, 055","17, 13, 055","17, 14, 055","17, 15, 055","17, 16, 055","17, 17, 055","17, 18, 055","17, 19, 055"
"17, 00, 056","17, 01, 056","17, 02, 056","17, 03, 056","17, 04, 056","17, 05, 056","17, 06, 056","17, 07, 056","17, 08, 056","17, 09, 056","17, 10, 056","17, 11, 056","17, 12, 056","17, 13, 056","17, 14, 056","17, 15, 056","17, 16, 056","17, 17, 056","17, 18, 056","17, 19, 056"
"17, 00, 057","17, 01, 057","17, 02, 057","17, 03, 057","17, 04, 057","17, 05, 057","17, 06, 057","17, 07, 057","17, 08, 057","17, 09, 057","17, 10, 057","17, 11, 057","17, 12, 057","17, 13, 057","17, 14, 057","17, 15, 057","17, 16, 057","17, 17, 057","17, 18, 057","17, 19, 057"
"17, 00, 058","17, 01, 058","17, 02, 058","17, 03, 058","17, 04, 058","17, 05, 058","17, 06, 058","17, 07, 058","17, 08, 058","17, 09, 058","17, 10, 058","17, 11, 058","17, 12, 058","17, 13, 058","17, 14, 058","17, 15, 058","17, 16, 058","17, 17, 058","17, 18, 058","17, 19, 058"
"17, 00, 059","17, 01, 059","17, 02, 059","17, 03, 059","17, 04, 059","17, 05, 059","17, 06, 059","17, 07, 059","17, 08, 059","17, 09, 059","17, 10, 059","17, 11, 059","17, 12, 059","17, 13, 059","17, 14, 059","17, 15, 059","17, 16, 059","17, 17, 059","17, 18, 059","17, 19, 059"
"17, 00, 060","17, 01, 060","17, 02, 060","17, 03, 060","17, 04, 060","17, 05, 060","17, 06, 060","17, 07, 060","17, 08, 060","17, 09, 060","17, 10, 060","17, 11, 060","17, 12, 060","17, 13, 060","17, 14, 060","17, 15, 060","17, 16, 060","17, 17, 060","17, 18, 060","17, 19, 060"
"17, 00, 061","17, 01, 061","17, 02, 061","17, 03, 061","17, 04, 061","17, 05, 061","17, 06, 061","17, 07, 061","17, 08, 061","17, 09, 061","17, 10, 061","17, 11, 061","17, 12, 061","17, 13, 061","17, 14, 061","17, 15, 061","17, 16, 061","17, 17, 061","17, 18, 061","17, 19, 061"
"17, 00, 062","17, 01, 062","17, 02, 062","17, 03, 062","17, 04, 062","17, 05, 062","17, 06, 062","17, 07, 062","17, 08, 062","17, 09, 062","17, 10, 062","17, 11, 062","17, 12, 062","17, 13, 062","17, 14, 062","17, 15, 062","17, 16, 062","17, 17, 062","17, 18, 062","17, 19, 062"
"17, 00, 063","17, 01, 063","17, 02, 063","17, 03, 063","17, 04, 063","17, 05, 063","17, 06, 063","17, 07, 063","17, 08, 063","17, 09, 063","17, 10, 063","17, 11, 063","17, 12, 063","17, 13, 063","17, 14, 063","17, 15, 063","17, 16, 063","17, 17, 063","17, 18, 063","17, 19, 063"
"17, 00, 064","17, 01, 064","17, 02, 064","17, 03, 064","17, 04, 064","17, 05, 064","17, 06, 064","17, 07, 064","17, 08, 064","17, 09, 064","17, 10, 064","17, 11, 064","17, 12, 064","17, 13, 064","17, 14, 064","17, 15, 064","17, 16, 064","17, 17, 064","17, 18, 064","17, 19, 064"
"17, 00, 065","17, 01, 065","17, 02, 065","17, 03, 065","17, 04, 065","17, 05, 065","17, 06, 065","17, 07, 065","17, 08, 065","17, 09, 065","17, 10, 065","17, 11, 065","17, 12, 065","17, 13, 065","17, 14, 065","17, 15, 065","17, 16, 065","17, 17, 065","17, 18, 065","17, 19, 065"
"17, 00, 066","17, 01, 066","17, 02, 066","17, 03, 066","17, 04, 066","17, 05, 066","17, 06, 066","17, 07, 066","17, 08, 066","17, 09, 066","17, 10, 066","17, 11, 066","17, 12, 066","17, 13, 066","17, 14, 066","17, 15, 066","17, 16, 066","17, 17, 066","17, 18, 066","17, 19, 066"
"17, 00, 067","17, 01, 067","17, 02, 067","17, 03, 067","17, 04, 067","17, 05, 067","17, 06, 067","17, 07, 067","17, 08, 067","17, 09, 067","17, 10, 067","17, 11, 067","17, 12, 067","17, 13, 067","17, 14, 067","17, 15, 067","17, 16, 067","17, 17, 067","17, 18, 067","17, 19, 067"
